25 53
4 4 4 0 1 1 1 1 1 4 4 4 4 1 1 1 1 1 1 1 1 0 4 4 4 
0 4 4 4 0 0 1 1 1 1 0 4 1 1 1 1 1 1 1 0 0 4 4 4 4 
1 0 4 4 4 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 4 4 4 4 0 
1 4 0 4 4 4 4 0 1 1 1 1 1 1 1 0 0 0 0 4 0 4 4 0 0 
1 1 0 4 4 4 0 0 1 1 1 1 1 0 0 4 0 4 0 4 4 4 4 1 1 
1 1 4 4 4 4 4 0 0 0 0 0 0 4 0 0 0 0 0 4 4 4 0 1 1 
1 0 0 0 4 4 0 4 0 4 0 4 0 0 0 0 0 0 4 4 4 4 1 1 1 
0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 1 1 1 
0 0 0 0 0 4 4 0 0 0 0 0 0 4 4 4 4 4 0 0 4 4 1 1 1 
0 0 1 1 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 4 4 4 1 1 1 
0 0 1 1 0 0 0 0 0 0 0 4 4 4 0 0 1 1 0 0 4 4 0 1 1 
4 0 1 1 1 1 0 0 0 0 4 4 4 0 1 1 1 1 4 4 4 4 0 1 1 
4 4 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 4 4 4 4 4 0 0 
4 4 0 1 1 1 1 0 0 0 0 4 0 1 1 0 0 4 4 4 4 4 0 0 0 
4 4 4 0 1 1 1 0 4 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 4 
0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 4 4 
1 0 4 4 4 0 0 0 0 0 0 4 0 0 0 4 4 0 0 0 4 0 0 4 4 
1 1 4 4 4 4 0 0 0 0 1 1 1 1 0 4 4 0 0 4 0 0 0 0 4 
1 1 4 4 4 0 0 0 0 1 1 1 1 1 0 0 0 0 4 0 1 1 1 0 4 
1 0 0 4 4 4 4 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 4 
0 0 0 4 4 4 4 4 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 4 
0 4 0 4 4 0 4 4 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 4 
0 0 0 4 4 0 4 4 0 4 0 0 0 0 1 1 1 1 1 1 1 1 1 1 4 
1 1 4 4 4 4 4 4 0 0 4 0 1 1 1 1 1 1 1 1 1 1 1 1 4 
1 1 1 4 4 4 4 4 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 4 
1 1 1 4 4 0 4 4 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 4 4 
1 1 1 4 4 0 4 4 1 1 0 0 1 1 1 1 1 1 1 0 0 4 4 4 4 
1 1 1 4 4 0 4 4 1 1 0 0 0 1 1 1 1 1 1 0 4 4 4 0 0 
1 1 1 4 4 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0 4 4 4 0 4 
1 1 1 4 4 0 0 1 1 1 1 0 4 0 0 0 0 0 4 4 4 4 0 1 1 
1 1 1 4 4 0 0 1 1 1 1 0 0 0 0 0 0 0 4 4 4 4 4 1 1 
1 0 0 4 4 0 0 1 1 1 1 0 0 0 0 4 4 4 4 4 0 0 1 1 1 
1 0 0 0 0 0 0 0 1 1 1 0 0 0 4 4 4 0 0 0 0 1 1 1 1 
0 0 4 0 0 0 0 0 1 1 1 0 0 4 4 4 0 0 0 0 1 1 1 1 1 
0 4 0 0 0 0 0 4 1 1 0 0 0 4 4 0 0 0 4 0 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 4 0 4 4 4 0 0 0 4 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 4 0 0 4 4 0 0 0 0 0 0 0 4 0 0 
1 1 0 0 0 0 0 0 4 0 0 0 0 4 4 0 0 0 0 0 0 0 4 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 
0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 
0 0 1 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 
1
4 4 4 0 1 1 1 1 1 4 4 4 4 1 1 1 1 1 1 1 1 0 4 4 4 
0 4 4 4 0 0 1 1 1 1 0 4 1 1 1 1 1 1 1 0 0 4 4 4 4 
1 0 4 4 4 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 4 4 4 4 0 
1 4 0 4 4 4 4 0 1 1 1 1 1 1 1 0 0 0 0 4 0 4 4 0 0 
1 1 0 4 4 4 0 0 1 1 1 1 1 0 0 4 0 4 0 4 4 4 4 1 1 
1 1 4 4 4 4 4 0 0 0 0 0 0 4 0 0 0 0 0 4 4 4 0 1 1 
1 0 0 0 4 4 0 4 0 4 0 4 0 0 0 0 0 0 4 4 4 4 1 1 1 
0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 1 1 1 
0 0 0 0 0 4 4 0 0 0 0 0 0 4 4 4 4 4 0 0 4 4 1 1 1 
0 0 1 1 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 4 4 4 1 1 1 
0 0 1 1 0 0 0 0 0 0 0 4 4 4 0 0 1 1 0 0 4 4 0 1 1 
4 0 1 1 1 1 0 0 0 0 4 4 4 0 1 1 1 1 4 4 4 4 0 1 1 
4 4 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 4 4 4 4 4 0 0 
4 4 0 1 1 1 1 0 0 0 0 4 0 1 1 0 0 4 4 4 4 4 0 0 0 
4 4 4 0 1 1 1 0 4 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 4 
0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 4 4 
1 0 4 4 4 0 0 0 0 0 0 4 0 0 0 4 4 0 0 0 4 0 0 4 4 
1 1 4 4 4 4 0 0 0 0 1 1 1 1 0 4 4 0 0 4 0 0 0 0 4 
1 1 4 4 4 0 0 0 0 1 1 1 1 1 0 0 0 0 4 0 1 1 1 0 4 
1 0 0 4 4 4 4 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 4 
0 0 0 4 4 4 4 4 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 4 
0 4 0 4 4 0 4 4 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 4 
0 0 0 4 4 0 4 4 0 4 0 0 0 0 1 1 1 1 1 1 1 1 1 1 4 
1 1 4 4 4 4 4 4 0 0 4 0 1 1 1 1 1 1 1 1 1 1 1 1 4 
1 1 1 4 4 4 4 4 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 4 
1 1 1 4 4 0 4 4 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 4 4 
1 1 1 4 4 0 4 4 1 1 0 0 1 1 1 1 1 1 1 0 0 4 4 4 4 
1 1 1 4 4 0 4 4 1 1 0 0 0 1 1 1 1 1 1 0 4 4 4 0 0 
1 1 1 4 4 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0 4 4 4 0 4 
1 1 1 4 4 0 0 1 1 1 1 0 4 0 0 0 0 0 4 4 4 4 0 1 1 
1 1 1 4 4 0 0 1 1 1 1 0 0 0 0 0 0 0 4 4 4 4 4 1 1 
1 0 0 4 4 0 0 1 1 1 1 0 0 0 0 4 4 4 4 4 0 0 1 1 1 
1 0 0 0 0 0 0 0 1 1 1 0 0 0 4 4 4 0 0 0 0 1 1 1 1 
0 0 4 0 0 0 0 0 1 1 1 0 0 4 4 4 0 0 0 0 1 1 1 1 1 
0 4 0 0 0 0 0 4 1 1 0 0 0 4 4 0 0 0 4 0 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 4 0 4 4 4 0 0 0 4 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 4 0 0 4 4 0 0 0 0 0 0 0 4 0 0 
1 1 0 0 0 0 0 0 4 0 0 0 0 4 4 0 0 0 0 0 0 0 4 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 
0 0 0 1 0 0 1 1 0 9 0 0 9 0 0 9 0 1 1 0 0 0 0 0 1 
0 0 1 1 0 1 1 0 0 9 0 9 9 9 0 9 0 0 1 1 0 0 0 0 0 
0 0 1 0 0 1 0 9 0 0 0 9 0 9 0 0 0 9 0 1 0 0 0 0 0 

6
3  7  1 355
19 17 2 104
6  26 2 115
18 31 1 904
3  35 1 112
19 36 2 281
