20 26
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1
1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1
1 1 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0
1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 6 6 6 6 0 0 0 0 0 0 0 6 6 0 0
0 0 0 0 6 6 6 6 6 0 0 0 0 1 1 1 1 1 1 1
0 0 0 0 6 6 0 0 6 0 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1
1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0
0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 6 6
1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1
1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1
1 1 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0
1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 6 6 6 6 0 0 0 0 0 9 9 6 6 9 9
0 0 0 0 6 6 6 6 6 0 0 0 0 1 1 1 1 1 1 1
0 0 9 9 6 6 9 9 6 0 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1
1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0
0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 6 6
2
20 14 1 105
8 16 3 802
