28 50
6 1 1 0 1 1 6 1 6 0 0 0 0 6 6 6 1 1 6 1 1 6 6 6 6 6 0 0 
6 1 1 0 1 1 1 1 6 0 0 0 0 6 1 1 1 6 1 1 1 1 1 1 1 6 0 0 
6 1 1 0 1 1 1 6 6 0 0 0 6 6 1 6 6 6 1 6 1 1 1 1 1 6 6 6 
6 1 1 1 1 1 1 6 6 0 0 0 6 1 1 6 6 6 1 6 1 1 1 1 1 6 6 6 
6 6 1 1 1 1 6 6 6 0 0 0 6 1 0 6 6 6 1 6 1 6 0 0 1 6 6 6 
6 6 1 1 1 1 6 6 0 0 0 0 6 1 0 6 6 6 1 6 0 0 0 6 1 6 6 6 
6 6 1 1 6 1 6 6 0 0 0 0 6 1 1 0 6 6 1 1 1 1 1 6 1 6 6 6 
6 6 1 1 6 1 6 6 6 0 0 0 6 6 1 0 0 6 1 1 1 1 1 6 1 1 6 6 
6 1 1 1 6 1 1 6 6 6 0 0 6 6 1 0 0 6 1 1 1 1 1 1 1 1 6 6 
6 1 1 1 1 1 1 1 6 6 0 0 0 6 1 1 1 0 1 0 0 0 1 1 1 1 6 6 
6 1 1 0 0 1 6 1 1 6 6 0 0 6 6 6 1 0 0 0 0 0 1 1 1 1 6 6 
6 1 0 0 0 1 6 6 1 1 6 0 0 6 6 6 1 0 0 0 0 0 1 1 6 1 1 6 
1 1 0 1 1 1 6 6 6 1 6 6 0 0 6 6 1 1 1 0 0 0 6 1 6 1 1 6 
1 1 0 1 1 1 6 6 6 1 1 6 0 0 0 6 6 6 1 0 0 6 6 1 6 1 1 6 
1 1 0 1 6 1 6 6 6 6 1 6 0 0 0 6 6 6 1 0 0 6 6 1 1 1 1 6 
1 0 0 1 1 6 6 6 6 6 1 6 0 0 0 6 0 0 0 0 0 6 6 1 1 0 1 6 
0 0 0 0 1 6 6 6 6 0 0 6 0 0 0 0 0 0 6 0 0 0 6 1 1 6 1 6 
1 1 1 0 1 6 6 6 6 0 6 6 0 0 0 0 0 0 6 1 0 0 6 1 1 6 1 6 
0 0 1 0 1 6 6 6 6 1 6 0 0 0 0 0 0 0 6 1 1 0 6 6 1 6 1 6 
0 0 1 0 1 1 6 6 1 1 6 0 0 0 0 0 0 0 6 6 1 0 6 6 1 1 1 6 
0 0 1 0 0 1 6 6 1 6 6 0 0 1 1 1 0 0 6 6 1 0 0 6 1 1 1 6 
0 1 1 0 0 1 6 1 1 6 6 0 1 1 6 1 0 0 6 6 1 1 0 6 1 1 1 6 
0 1 1 0 1 1 6 1 6 6 0 6 1 6 6 1 6 0 0 6 6 1 0 6 1 1 1 6 
1 1 1 1 1 1 6 1 6 6 0 6 1 6 6 1 6 0 0 6 6 1 0 6 6 1 1 6 
1 1 1 1 1 1 1 1 6 0 0 1 1 6 6 1 1 0 0 6 6 1 0 6 6 1 1 6 
1 1 1 1 1 6 1 6 6 0 0 1 6 6 6 6 1 0 0 6 1 1 0 6 6 1 1 6 
0 0 1 1 1 6 1 6 6 0 0 1 6 6 6 6 1 0 0 6 1 0 6 6 1 1 1 0 
0 1 1 1 6 1 1 6 0 0 0 1 6 6 6 6 1 0 6 6 1 0 6 1 1 6 1 1 
1 1 1 1 6 1 6 6 0 0 0 1 6 6 6 6 1 0 6 6 1 0 6 1 6 6 1 1 
1 1 1 1 6 1 6 6 0 0 0 1 1 6 6 1 1 0 6 1 1 0 6 1 6 6 1 1 
0 0 0 1 6 1 1 6 0 0 0 0 1 6 6 1 0 0 6 1 0 0 6 1 6 6 1 0 
0 0 0 0 0 0 1 6 6 0 0 0 1 1 6 1 0 0 6 1 0 0 6 1 6 6 6 0 
1 1 1 0 0 0 1 6 6 6 0 0 0 1 1 1 0 6 6 1 0 0 6 1 1 6 6 6 
6 6 1 1 0 0 1 1 0 6 0 0 0 1 1 0 0 6 0 0 0 0 6 1 1 1 6 6 
6 6 6 1 0 0 0 0 0 6 6 0 0 0 0 0 0 6 0 0 0 0 6 1 1 1 1 6 
6 6 6 1 1 6 6 0 0 6 6 6 0 0 0 0 0 6 1 0 0 0 6 1 1 1 1 1 
6 6 1 1 1 6 6 6 1 1 1 6 0 0 0 0 0 6 1 0 0 0 6 1 1 1 1 1 
6 1 1 1 1 6 6 6 6 0 1 6 6 0 0 0 0 6 1 1 1 0 0 1 1 1 1 1 
1 1 1 1 1 6 6 6 6 6 1 1 6 6 0 0 0 6 6 6 1 0 0 1 0 0 0 1 
1 1 1 0 1 6 6 6 6 6 6 1 1 6 6 0 0 6 6 6 1 1 0 0 0 0 6 1 
1 1 0 0 1 1 6 6 6 6 6 6 1 1 6 0 0 0 6 6 6 1 1 0 0 0 6 1 
0 0 1 1 1 1 1 6 6 6 6 6 6 1 6 0 0 0 0 6 6 6 1 0 0 6 1 1 
0 1 1 1 1 6 1 1 6 6 6 6 6 1 6 6 0 0 0 0 6 6 1 0 0 6 1 6 
1 1 1 1 1 6 6 1 1 6 6 6 6 1 1 6 0 0 0 0 6 6 1 0 0 6 1 6 
1 1 1 6 1 6 0 1 1 1 6 6 6 6 1 6 0 0 0 0 6 1 1 0 6 6 1 6 
1 1 1 6 6 6 1 1 1 1 6 6 6 6 1 6 0 0 0 6 6 1 0 0 6 6 1 6 
1 1 0 6 6 0 1 1 1 1 6 6 6 1 1 6 0 0 0 6 1 1 0 6 6 1 1 0 
1 0 0 0 0 1 1 1 1 1 6 6 6 1 6 6 0 0 6 6 1 0 6 6 1 1 0 1 
0 0 0 0 1 1 1 1 1 0 6 6 1 1 6 6 0 0 6 1 1 6 6 1 1 0 1 1 
0 0 0 0 1 1 1 1 0 6 6 1 1 6 6 0 0 0 6 1 0 6 1 1 0 1 1 6 
0

1
17 16 3 260





